regime,spread,imbalance,microprice,volatility,volume_imbalance,count
0,0.05528997579605834,-0.1115179570720868,578.6165829625925,6.333590778229232e-05,0.2434670164433296,31813
1,0.045591013824886735,0.2558669644618331,580.5854646157273,6.525696713452503e-05,-0.5009755322495698,17360
2,0.08147585145276243,-0.009789498597957616,584.0085497821077,0.0001337743941835512,-0.013828896330634152,10394
3,0.04256165658445836,-0.06993651019318899,583.8084198019299,5.6798979311914115e-05,0.20603756495536915,25788
